"subject" "activity" "measurement" "measurement_mean"
4 "SITTING" "fBodyGyro-std()-Y" -0.6641081158
4 "SITTING" "fBodyGyro-std()-Z" -0.6692510624
4 "SITTING" "tBodyAcc-mean()-X" 0.2785139066
4 "SITTING" "tBodyAcc-mean()-Y" -0.01721252955
4 "SITTING" "tBodyAcc-mean()-Z" -0.10621213386
4 "SITTING" "tBodyAcc-std()-X" -0.61025450946
4 "SITTING" "tBodyAcc-std()-Y" -0.356236323496
4 "SITTING" "tBodyAcc-std()-Z" -0.62343818066
4 "SITTING" "tBodyAccJerk-mean()-X" 0.0817281756913
4 "SITTING" "tBodyAccJerk-mean()-Y" -0.012380193388
4 "SITTING" "tBodyAccJerk-mean()-Z" -0.0156397849182
4 "SITTING" "tBodyAccJerk-std()-X" -0.61813706624
4 "SITTING" "tBodyAccJerk-std()-Y" -0.493771540838
4 "SITTING" "tBodyAccJerk-std()-Z" -0.7616870668
4 "SITTING" "tBodyAccJerkMag-mean()" -0.60287342144
4 "SITTING" "tBodyAccJerkMag-std()" -0.5855216912174
4 "SITTING" "tBodyAccMag-mean()" -0.51330619478
4 "SITTING" "tBodyAccMag-std()" -0.5923228948
4 "SITTING" "tBodyGyro-mean()-X" -0.04103850585976
4 "SITTING" "tBodyGyro-mean()-Y" -0.069170193834
4 "SITTING" "tBodyGyro-mean()-Z" 0.0752156593798
4 "SITTING" "tBodyGyro-std()-X" -0.67385280392
4 "SITTING" "tBodyGyro-std()-Y" -0.67064067432
4 "SITTING" "tBodyGyro-std()-Z" -0.62067008264
4 "SITTING" "tBodyGyroJerk-mean()-X" -0.114134569634
4 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0369877172
4 "SITTING" "tBodyGyroJerk-mean()-Z" -0.06482377464
4 "SITTING" "tBodyGyroJerk-std()-X" -0.64929946114
4 "SITTING" "tBodyGyroJerk-std()-Y" -0.77839904826
4 "SITTING" "tBodyGyroJerk-std()-Z" -0.65868478454
4 "SITTING" "tBodyGyroJerkMag-mean()" -0.7172807486
4 "SITTING" "tBodyGyroJerkMag-std()" -0.745033462
4 "SITTING" "tBodyGyroMag-mean()" -0.57686190542
4 "SITTING" "tBodyGyroMag-std()" -0.6448095834
4 "SITTING" "tGravityAcc-mean()-X" 0.6514132292
4 "SITTING" "tGravityAcc-mean()-Y" -0.0239565741
4 "SITTING" "tGravityAcc-mean()-Z" 0.066425061418
4 "SITTING" "tGravityAcc-std()-X" -0.9781517744
4 "SITTING" "tGravityAcc-std()-Y" -0.9709885096
4 "SITTING" "tGravityAcc-std()-Z" -0.9638199916
4 "SITTING" "tGravityAccMag-mean()" -0.51330619478
4 "SITTING" "tGravityAccMag-std()" -0.5923228948
4 "STANDING" "fBodyAcc-mean()-X" -0.704466969660714
4 "STANDING" "fBodyAcc-mean()-Y" -0.639901479642857
4 "STANDING" "fBodyAcc-mean()-Z" -0.77391524375
4 "STANDING" "fBodyAcc-std()-X" -0.682477621769643
4 "STANDING" "fBodyAcc-std()-Y" -0.611923895589286
4 "STANDING" "fBodyAcc-std()-Z" -0.720226612267857
4 "STANDING" "fBodyAccJerk-mean()-X" -0.737623869642857
4 "STANDING" "fBodyAccJerk-mean()-Y" -0.719194999230357
4 "STANDING" "fBodyAccJerk-mean()-Z" -0.836901471071429
4 "STANDING" "fBodyAccJerk-std()-X" -0.730310834285714
4 "STANDING" "fBodyAccJerk-std()-Y" -0.705834496785714
4 "STANDING" "fBodyAccJerk-std()-Z" -0.855791414285714
4 "STANDING" "fBodyAccMag-mean()" -0.696234609785714
4 "STANDING" "fBodyAccMag-std()" -0.742070868589286
4 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.722366315642857
4 "STANDING" "fBodyBodyAccJerkMag-std()" -0.737625508482143
4 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.861149099107143
4 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.87691967125
4 "STANDING" "fBodyBodyGyroMag-mean()" -0.79714538
4 "STANDING" "fBodyBodyGyroMag-std()" -0.790799265178571
4 "STANDING" "fBodyGyro-mean()-X" -0.771473070625
4 "STANDING" "fBodyGyro-mean()-Y" -0.78987305
4 "STANDING" "fBodyGyro-mean()-Z" -0.719355102267857
4 "STANDING" "fBodyGyro-std()-X" -0.818180785892857
4 "STANDING" "fBodyGyro-std()-Y" -0.744873155178571
4 "STANDING" "fBodyGyro-std()-Z" -0.737320759714286
4 "STANDING" "tBodyAcc-mean()-X" 0.273878100178571
4 "STANDING" "tBodyAcc-mean()-Y" -0.0163501983798214
4 "STANDING" "tBodyAcc-mean()-Z" -0.108801739946429
4 "STANDING" "tBodyAcc-std()-X" -0.688077655196429
4 "STANDING" "tBodyAcc-std()-Y" -0.604377941928571
4 "STANDING" "tBodyAcc-std()-Z" -0.724073204375
4 "STANDING" "tBodyAccJerk-mean()-X" 0.0393386520892857
4 "STANDING" "tBodyAccJerk-mean()-Y" 0.0399560671553571
4 "STANDING" "tBodyAccJerk-mean()-Z" 0.010718041875
4 "STANDING" "tBodyAccJerk-std()-X" -0.721722629464286
4 "STANDING" "tBodyAccJerk-std()-Y" -0.703056547321429
4 "STANDING" "tBodyAccJerk-std()-Z" -0.84700711125
4 "STANDING" "tBodyAccJerkMag-mean()" -0.738645056071429
4 "STANDING" "tBodyAccJerkMag-std()" -0.728434290107143
4 "STANDING" "tBodyAccMag-mean()" -0.650052664357143
4 "STANDING" "tBodyAccMag-std()" -0.695139121428571
4 "STANDING" "tBodyGyro-mean()-X" -0.0141628608196429
4 "STANDING" "tBodyGyro-mean()-Y" -0.0812869002642857
4 "STANDING" "tBodyGyro-mean()-Z" 0.101375192128571
4 "STANDING" "tBodyGyro-std()-X" -0.806079145892857
4 "STANDING" "tBodyGyro-std()-Y" -0.75838942
4 "STANDING" "tBodyGyro-std()-Z" -0.712568496857143
4 "STANDING" "tBodyGyroJerk-mean()-X" -0.102621351558929
4 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0526144480428571
4 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0698195171535714
4 "STANDING" "tBodyGyroJerk-std()-X" -0.811562246071429
4 "STANDING" "tBodyGyroJerk-std()-Y" -0.859839197142857
4 "STANDING" "tBodyGyroJerk-std()-Z" -0.812227443214286
4 "STANDING" "tBodyGyroJerkMag-mean()" -0.833027816964286
4 "STANDING" "tBodyGyroJerkMag-std()" -0.863609957678571
4 "STANDING" "tBodyGyroMag-mean()" -0.704851901678571
4 "STANDING" "tBodyGyroMag-std()" -0.768628787053571
4 "STANDING" "tGravityAcc-mean()-X" 0.813352969285714
4 "STANDING" "tGravityAcc-mean()-Y" -0.0561268409821429
4 "STANDING" "tGravityAcc-mean()-Z" 0.0819815495357143
4 "STANDING" "tGravityAcc-std()-X" -0.980418966607143
4 "STANDING" "tGravityAcc-std()-Y" -0.969125705
4 "STANDING" "tGravityAcc-std()-Z" -0.965892629107143
4 "STANDING" "tGravityAccMag-mean()" -0.650052664357143
4 "STANDING" "tGravityAccMag-std()" -0.695139121428571
4 "WALKING" "fBodyAcc-mean()-X" -0.978139601333333
4 "WALKING" "fBodyAcc-mean()-Y" -0.960505582166667
4 "WALKING" "fBodyAcc-mean()-Z" -0.9733174365
4 "WALKING" "fBodyAcc-std()-X" -0.977323193333333
4 "WALKING" "fBodyAcc-std()-Y" -0.956775279
4 "WALKING" "fBodyAcc-std()-Z" -0.9640943545
4 "WALKING" "fBodyAccJerk-mean()-X" -0.982468502666667
4 "WALKING" "fBodyAccJerk-mean()-Y" -0.972887227666667
4 "WALKING" "fBodyAccJerk-mean()-Z" -0.981741923666667
4 "WALKING" "fBodyAccJerk-std()-X" -0.9842084705
4 "WALKING" "fBodyAccJerk-std()-Y" -0.9762995145
4 "WALKING" "fBodyAccJerk-std()-Z" -0.985998339
4 "WALKING" "fBodyAccMag-mean()" -0.9625809435
4 "WALKING" "fBodyAccMag-std()" -0.960862126333333
4 "WALKING" "fBodyBodyAccJerkMag-mean()" -0.979377540666667
4 "WALKING" "fBodyBodyAccJerkMag-std()" -0.977898278333333
4 "WALKING" "fBodyBodyGyroJerkMag-mean()" -0.982334134833333
4 "WALKING" "fBodyBodyGyroJerkMag-std()" -0.982713482166667
4 "WALKING" "fBodyBodyGyroMag-mean()" -0.961840921
4 "WALKING" "fBodyBodyGyroMag-std()" -0.9523491935
4 "WALKING" "fBodyGyro-mean()-X" -0.977649519333333
4 "WALKING" "fBodyGyro-mean()-Y" -0.976544426666667
4 "WALKING" "fBodyGyro-mean()-Z" -0.945463888
4 "WALKING" "fBodyGyro-std()-X" -0.9832824645
4 "WALKING" "fBodyGyro-std()-Y" -0.973262499833333
4 "WALKING" "fBodyGyro-std()-Z" -0.952825048666667
4 "WALKING" "tBodyAcc-mean()-X" 0.279595577833333
4 "WALKING" "tBodyAcc-mean()-Y" -0.01371510469
4 "WALKING" "tBodyAcc-mean()-Z" -0.106850902516667
4 "WALKING" "tBodyAcc-std()-X" -0.9772663265
4 "WALKING" "tBodyAcc-std()-Y" -0.9566256015
4 "WALKING" "tBodyAcc-std()-Z" -0.965948813833333
4 "WALKING" "tBodyAccJerk-mean()-X" 0.0787293517833333
4 "WALKING" "tBodyAccJerk-mean()-Y" 0.00685287667
4 "WALKING" "tBodyAccJerk-mean()-Z" 0.00109868900583333
4 "WALKING" "tBodyAccJerk-std()-X" -0.982515631
4 "WALKING" "tBodyAccJerk-std()-Y" -0.973494952
4 "WALKING" "tBodyAccJerk-std()-Z" -0.984528209333333
4 "WALKING" "tBodyAccJerkMag-mean()" -0.982414044666667
4 "WALKING" "tBodyAccJerkMag-std()" -0.979233394
4 "WALKING" "tBodyAccMag-mean()" -0.965379184666667
4 "WALKING" "tBodyAccMag-std()" -0.957619294
4 "WALKING" "tBodyGyro-mean()-X" -0.02884028067
4 "WALKING" "tBodyGyro-mean()-Y" -0.0898199974233333
4 "WALKING" "tBodyGyro-mean()-Z" 0.119145478933333
4 "WALKING" "tBodyGyro-std()-X" -0.981876365
4 "WALKING" "tBodyGyro-std()-Y" -0.974309046333333
4 "WALKING" "tBodyGyro-std()-Z" -0.947224977333333
4 "WALKING" "tBodyGyroJerk-mean()-X" -0.0993864745166667
4 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0383841698666667
4 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0613511970983333
4 "WALKING" "tBodyGyroJerk-std()-X" -0.986417767166667
4 "WALKING" "tBodyGyroJerk-std()-Y" -0.9859702105
4 "WALKING" "tBodyGyroJerk-std()-Z" -0.975393892666667
4 "WALKING" "tBodyGyroJerkMag-mean()" -0.986521015
4 "WALKING" "tBodyGyroJerkMag-std()" -0.982084049666667
4 "WALKING" "tBodyGyroMag-mean()" -0.945283958166667
4 "WALKING" "tBodyGyroMag-std()" -0.950847273333333
4 "WALKING" "tGravityAcc-mean()-X" 0.4689015815
4 "WALKING" "tGravityAcc-mean()-Y" 0.10374973583
4 "WALKING" "tGravityAcc-mean()-Z" 0.306624698316667
4 "WALKING" "tGravityAcc-std()-X" -0.968071611166667
4 "WALKING" "tGravityAcc-std()-Y" -0.969651010333333
4 "WALKING" "tGravityAcc-std()-Z" -0.966931188666667
4 "WALKING" "tGravityAccMag-mean()" -0.965379184666667
4 "WALKING" "tGravityAccMag-std()" -0.957619294
4 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" -0.403013557844444
4 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" -0.299706696224444
4 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.540225294755556
4 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" -0.407924549288889
4 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.364963114388889
4 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.520130695197778
4 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.420236684686667
4 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" -0.375144741111111
4 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" -0.613002505822222
4 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.42940539636
4 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.363796569522222
4 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.682501964444444
4 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" -0.361090906622222
4 "WALKING_DOWNSTAIRS" "fBodyAccMag-std()" -0.514687497511111
4 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.367004456088889
4 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" -0.375891946711111
4 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.679457551111111
4 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.686407417555556
4 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" -0.542429218688889
4 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-std()" -0.548096012
4 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.462747852733333
4 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" -0.546607168444444
4 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" -0.413984116177778
4 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" -0.563190580866667
4 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" -0.479714475688889
4 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" -0.521505829671111
4 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.282555900888889
4 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0152857299155556
4 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.105831726177778
4 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" -0.405759138266667
4 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" -0.31300906516
4 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.499187822627778
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0478426597933333
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" -0.0094812409
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" -0.0288903143333333
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" -0.398120523693333
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" -0.348026271510667
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.648411009711111
4 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" -0.438358322857978
4 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" -0.368194039155556
4 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" -0.359834740117778
4 "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" -0.397749982933333
4 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.00650366906711111
4 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0948442463911111
4 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0936986513511111
4 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.537034327911111
4 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.498158241644444
4 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.456461849211111
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.121270753133333
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0965606346577778
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.01681941124
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.593856902666667
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.684535730222222
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.562256558311111
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.641574096222222
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.672207639555556
4 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" -0.381443306753333
4 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.491898946644444
4 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.687930539333333
4 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.0768491531555556
4 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" -0.0310797098911111
4 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.970247287333333
4 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.950581689111111
4 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.926234931333333
4 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" -0.359834740117778
4 "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" -0.397749982933333
4 "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.533011353288461
4 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.474298717403846
4 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.600074968653846
4 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.492797778326923
4 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.461374111826923
4 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.517594315482308
4 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.545641118707692
4 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" -0.555042192557692
4 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" -0.693982031153846
4 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.483739858961538
4 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.497352083884615
4 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" -0.724101808076923
4 "WALKING_UPSTAIRS" "fBodyAccMag-mean()" -0.511544426346154
4 "WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.638310288634615
4 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.525205962175
4 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.523057519884615
4 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.756372253461538
4 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.771108346730769
4 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" -0.667482548865385
4 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.662218769615385
4 "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.570608816211538
4 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" -0.692950249807692
4 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" -0.593688304576923
4 "WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.663436956538462
4 "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" -0.699082891153846
4 "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.669263871923077
4 "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" 0.273166686346154
4 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0228128361959615
4 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" -0.102707356557692
4 "WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.503261387923077
4 "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" -0.441564694638462
4 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.521046417026154
4 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" 0.07580339725
4 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" -0.00226721910769231
4 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" 0.00364073755826923
4 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.491913455051923
4 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.511208602298077
4 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" -0.709727980961538
4 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" -0.524570510230769
4 "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.522738465403846
4 "WALKING_UPSTAIRS" "tBodyAccMag-mean()" -0.434719117809615
4 "WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.545306175711538
4 "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" -0.0558546399442308
4 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" -0.0810007098557692
4 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.100426488794231
4 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.639785917692308
4 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.694403866346154
4 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.622916568076923
4 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.0945456464038462
4 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0383302372519231
4 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0869148007053846
4 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.671143584038462
4 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.775369127307692
4 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.679169206538462
4 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.724836696923077
4 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.755248191923077
4 "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" -0.557934372223077
4 "WALKING_UPSTAIRS" "tBodyGyroMag-std()" -0.623902320384615
4 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.661412532115385
4 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.0229084911248077
4 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" 0.171018720919231
4 "WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.967765586730769
4 "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.949797143076923
4 "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.930579385326923
4 "WALKING_UPSTAIRS" "tGravityAccMag-mean()" -0.434719117809615
4 "WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.545306175711538
5 "LAYING" "fBodyAcc-mean()-X" -0.100887982826923
5 "LAYING" "fBodyAcc-mean()-Y" -0.0479383099865385
5 "LAYING" "fBodyAcc-mean()-Z" -0.315783950865385
5 "LAYING" "fBodyAcc-std()-X" -0.0727627912115385
5 "LAYING" "fBodyAcc-std()-Y" -0.139390381917308
5 "LAYING" "fBodyAcc-std()-Z" -0.251399747534615
5 "LAYING" "fBodyAccJerk-mean()-X" -0.228144449626923
5 "LAYING" "fBodyAccJerk-mean()-Y" -0.194474863586538
5 "LAYING" "fBodyAccJerk-mean()-Z" -0.478017623653846
5 "LAYING" "fBodyAccJerk-std()-X" -0.277082819576923
5 "LAYING" "fBodyAccJerk-std()-Y" -0.203826888646154
5 "LAYING" "fBodyAccJerk-std()-Z" -0.577907657884615
5 "LAYING" "fBodyAccMag-mean()" -0.0784992269846154
5 "LAYING" "fBodyAccMag-std()" -0.221725878276923
5 "LAYING" "fBodyBodyAccJerkMag-mean()" -0.160927122959615
5 "LAYING" "fBodyBodyAccJerkMag-std()" -0.198810902009227
5 "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.632049251538462
5 "LAYING" "fBodyBodyGyroJerkMag-std()" -0.65953534
5 "LAYING" "fBodyBodyGyroMag-mean()" -0.386182200826923
5 "LAYING" "fBodyBodyGyroMag-std()" -0.31128225635
5 "LAYING" "fBodyGyro-mean()-X" -0.269896170440385
5 "LAYING" "fBodyGyro-mean()-Y" -0.420050843057692
5 "LAYING" "fBodyGyro-mean()-Z" -0.307563088230769
5 "LAYING" "fBodyGyro-std()-X" -0.390449206230192
5 "LAYING" "fBodyGyro-std()-Y" -0.2561706785
5 "LAYING" "fBodyGyro-std()-Z" -0.432823761153846
5 "LAYING" "tBodyAcc-mean()-X" 0.276486556134615
5 "LAYING" "tBodyAcc-mean()-Y" -0.0190923040186538
5 "LAYING" "tBodyAcc-mean()-Z" -0.102739571488462
5 "LAYING" "tBodyAcc-std()-X" -0.0794783732076923
5 "LAYING" "tBodyAcc-std()-Y" -0.0669739427192308
5 "LAYING" "tBodyAcc-std()-Z" -0.230786987865385
5 "LAYING" "tBodyAccJerk-mean()-X" 0.117280827648077
5 "LAYING" "tBodyAccJerk-mean()-Y" -0.0320149093653846
5 "LAYING" "tBodyAccJerk-mean()-Z" -0.000882526242307695
5 "LAYING" "tBodyAccJerk-std()-X" -0.216762259646154
5 "LAYING" "tBodyAccJerk-std()-Y" -0.171077525501923
5 "LAYING" "tBodyAccJerk-std()-Z" -0.528186333846154
5 "LAYING" "tBodyAccJerkMag-mean()" -0.275115612111538
5 "LAYING" "tBodyAccJerkMag-std()" -0.174418957155769
5 "LAYING" "tBodyAccMag-mean()" -0.0474495716288462
5 "LAYING" "tBodyAccMag-std()" -0.0776501658076923
5 "LAYING" "tBodyGyro-mean()-X" -0.0198636601246154
5 "LAYING" "tBodyGyro-mean()-Y" -0.0687965362115385
5 "LAYING" "tBodyGyro-mean()-Z" 0.109981383484615
5 "LAYING" "tBodyGyro-std()-X" -0.356306673461538
5 "LAYING" "tBodyGyro-std()-Y" -0.307256596480769
5 "LAYING" "tBodyGyro-std()-Z" -0.355822467884615
5 "LAYING" "tBodyGyroJerk-mean()-X" -0.0811965996882692
5 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0543675211048077
5 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0488698425730769
5 "LAYING" "tBodyGyroJerk-std()-X" -0.434777746928846
5 "LAYING" "tBodyGyroJerk-std()-Y" -0.656378553846154
5 "LAYING" "tBodyGyroJerk-std()-Z" -0.488618988846154
5 "LAYING" "tBodyGyroJerkMag-mean()" -0.557769082115385
5 "LAYING" "tBodyGyroJerkMag-std()" -0.632308486538462
5 "LAYING" "tBodyGyroMag-mean()" -0.161955795744231
5 "LAYING" "tBodyGyroMag-std()" -0.261323146123077
5 "LAYING" "tGravityAcc-mean()-X" 0.921560272884615
5 "LAYING" "tGravityAcc-mean()-Y" -0.137894925634615
5 "LAYING" "tGravityAcc-mean()-Z" 0.0316952905348077
5 "LAYING" "tGravityAcc-std()-X" -0.960729162307692
5 "LAYING" "tGravityAcc-std()-Y" -0.930318513076923
5 "LAYING" "tGravityAcc-std()-Z" -0.893136979038462
5 "LAYING" "tGravityAccMag-mean()" -0.0474495716288462
5 "LAYING" "tGravityAccMag-std()" -0.0776501658076923
5 "SITTING" "fBodyAcc-mean()-X" -0.662200099295455
5 "SITTING" "fBodyAcc-mean()-Y" -0.594956811159091
5 "SITTING" "fBodyAcc-mean()-Z" -0.723642120159091
5 "SITTING" "fBodyAcc-std()-X" -0.610041396795455
5 "SITTING" "fBodyAcc-std()-Y" -0.589926579090909
5 "SITTING" "fBodyAcc-std()-Z" -0.720044327463636
5 "SITTING" "fBodyAccJerk-mean()-X" -0.693436389545455
5 "SITTING" "fBodyAccJerk-mean()-Y" -0.670570491363636
5 "SITTING" "fBodyAccJerk-mean()-Z" -0.764931374681818
5 "SITTING" "fBodyAccJerk-std()-X" -0.674969080727273
5 "SITTING" "fBodyAccJerk-std()-Y" -0.669075265381364
5 "SITTING" "fBodyAccJerk-std()-Z" -0.798760173272727
